@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/0023510980,SCOPUS_ID:0023510980,2-s2.0-0023510980,Components of conspecific host discrimination behavior in the butterfly Battus philenor.,Papaj D.,Ecology,00129658,68,2,245-253,1987-01-01,1987,10.2307/1939254,"Pipevine swallowtail butterflies discriminated among Aristolochia reticulata host plants differing in leaf quality both before and after landing. Host plants on which females landed and oviposited were smaller, possessed longer buds, and bore a higher percentage of high-quality leaves than host plants on which females landed but left without deposition eggs. Plants on which butterflies alighted bore a higher percentage of high-quality leaves, a lower percentage of low-quality leaves, and longer buds than their nearest neighbors that were not landed upon. These characteristics were associated with differences in expected larval growth and survival. -from Authors",36,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,34,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510757,SCOPUS_ID:0023510757,2-s2.0-0023510757,The influence of conspecific and heterospecific residents on colonization.,Danielson B.,Ecology,00129658,68,6,1778-1784,1987-01-01,1987,10.2307/1939869,"To determine if dispersing prairie voles Microtus ochrogaster are prevented from establishing home ranges in habitat already occupied by conspecifics or potentially competitive species, voles were introduced into enclosed populations of: the same species; southern bog lemmings, Synaptomys cooperi; cotton rats, Sigmodon hispidus; or an empty enclosure. Colonization by dispersing voles was negatively affected by resident conspecifics. Introduced females were more strongly affected than males during the vegetative growing season but not during the nongrowing season when reproductive activity is typically low. Resident bog lemmings also negatively affected colonization by dispersing voles, but both sexes of introduced voles were similarly affected in both seasons. Interspecific competition does not appear to occur between established resident individuals. Cotton rats, only recently a part of the small mammal community in Kansas, did not adversely affect colonization by dispersing voles or have adverse post-colonization effect on their survival and reproduction. The ability of residents to inhibit colonization by another species may facilitate the coexistence of M. ochrogaster and Synaptomys cooperi by retarding the competitive exclusion of either species until annual fluctuations in reproduction and density create an abundance of suitable but unoccupied space.-from Authors",49,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,35,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510747,SCOPUS_ID:0023510747,2-s2.0-0023510747,"Soil acidity affects distribution, behavior, and physiology of the salamander Plethodon cinereus.",Wyman R.,Ecology,00129658,68,6,1819-1827,1987-01-01,1987,10.2307/1939873,"Density and distribution of Plethodon cinereus were influenced by soil pH but not by soil temperature or moisture. Seasonal salamander density was negatively correlated with the percentage of quadrats with a pH of = or <3.7. Salamanders apparently were excluded from 27% of forest habitat because of low soil pH. In the laboratory, P. cinereus preferred to occupy substrates near neutral pH. Growth and respiration were reduced at low pHs.-from Authors",70,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,36,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510744,SCOPUS_ID:0023510744,2-s2.0-0023510744,Floral development and chemical defense allocation in wild parsnip ( Pastinaca sativa).,Nitao J.,Ecology,00129658,68,3,521-529,1987-01-01,1987,10.2307/1938457,Results were consistent with optimal defense theory: defensive compounds (furanocoumarins) were allocated in higher quantities to floral units in developmental stages at which their loss would have a greater negative impact on fitness.-from Authors,49,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,37,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510719,SCOPUS_ID:0023510719,2-s2.0-0023510719,Development of birch leaves and the growth energetics of Epirrita autumnata ( Geometridae).,Ayers M.P.,Ecology,00129658,68,3,558-568,1987-01-01,1987,10.2307/1938461,"Epirrita autumnata larvae hatch at the time of budburst, and feed on the immature foliage of mountain birch Betula pubescens ssp. tortuosa. Leaf water, N and P content declined with leaf maturation, while toughness and specific mass increased. There was a sharp decline in larval growth rate attributable to leaf maturation, eg the relative growth rate of third-instar larvae dropped from 0.52 to 0.11 mg.mg-1d-1 in 3 d. Consumption rate, digestive efficiency and N utilization efficiency declined on mature leaves; assimilation rate and Epirrita growth rate declined as a consequence. Epirrita consumption rate appeared to be limited by postingestive handling of indigestible leaf tissue. Effects of leaf maturation were greatest at warm temperatures. Third-instar larvae grew faster than later instars on early season leaves, while fifth (last) instar larvae were least sensitive to seasonal effects; differences between instars make them well suited to the leaves that they normally encounter. The phenological constraint imposed by leaf maturation, and exacerbated by Epirrita adaptations that maximize growth on young foliage, seems to be an important selective force influencing duration and timing of larval growth.-from Authors",111,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,38,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510715,SCOPUS_ID:0023510715,2-s2.0-0023510715,Habitat selection under predation hazard: test of a model with foraging minnows.,Gilliam J.,Ecology,00129658,68,6,1856-1862,1987-01-01,1987,10.2307/1939877,"Tests a model that specifies the choice of foraging areas (""habitats') that would minimize total mortality risk while allowing collection of some arbitrary net energy gain, using juvenile creek chub Semotilus atromaculatus. The model specified a simple rule: 'use the refuge plus the site with the lowest ratio of mortality rate to gross foraging rate. -from Authors",627,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,39,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510710,SCOPUS_ID:0023510710,2-s2.0-0023510710,Nitrogen dynamics during succession in a desert stream.,Grimm N.B.,Ecology,00129658,68,5,1157-1170,1987-01-01,1987,10.2307/1939200,"Nitrogen dynamics of Sycamore Creek, Arizona, a lowland Sonoran Desert stream, are described by 7 diel input-output budgets at different stages of postflood succession.-from Author",171,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,40,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510676,SCOPUS_ID:0023510676,2-s2.0-0023510676,Mechanisms for coexistence among three species of Dipodomys: habitat selection and an alternative.,Schroder G.D.,Ecology,00129658,68,4,1071-1083,1987-01-01,1987,10.2307/1938379,"Examined the habitat affinities of Dipodomys merriami, D. ordii and D. spectabilis in mixed shrubs and grasses in central New Mexico. Neither D. merriami nor D. ordii used habitats in the available proportions. Both stopped more frequently at burrow locations beneath Larrea, the dominant shrub, and also used sand dunes more than expected. D. merriami avoided grassy areas entirely. These 2 species also used significantly different mixes of habitats. Analyses limited to stops either in the open or beneath shrubs showed that D. ordii preferred the shrubs and that D. merriami had no relative preference for either habitat. Limited observations of D. spectabilis showed that they avoided shrubby habitats. Results support the hypothesis that habitat selection facilitates coexistence between Ord's and Merriam's kangaroo rats, but the adequacy of this mechanism to account fully for the coexistence of these species is questioned. An alternative, nonequilibrium hypothesis is proposed, which is based on the assumptions that neither species has a clear competitive advantage in the mixture of habitats where they coexist, and that the course of the interaction is frequently disturbed by migration from nearby, allopatric populations. -from Author",31,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,41,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510636,SCOPUS_ID:0023510636,2-s2.0-0023510636,Within-habitat spatial separation of two Notonecta species: interactive vs. noninteractive resource partitioning.,Streams F.,Ecology,00129658,68,4,935-945,1987-01-01,1987,10.2307/1938365,Notonecta undulata and N. insulata (Hemiptera: Notonectidae) partitioned space in a small Connecticut pond. Spatial separation was established during recruitment and persisted throughout the breeding season. Over 70% of the N. undulata population developed in shallow (<0.3 m) water near the pond margin; >70% of the N. insulata population occurred in deep (>0.5 m) water in the center of the habitat. Mutual predation did not appear to play an important role in separating the populations. Experiments suggested that spatial separation reflects fundamental niche differences between the species. Coexistence of potential competitors in a particular habitat can depend upon the interplay between the unique features of that habitat and physiological and behavioral traits of the species involved. -from Author,27,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,42,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0023510570,SCOPUS_ID:0023510570,2-s2.0-0023510570,"Ecological segregation of Adelie, gentoo, and chinstrap penguins at King George Island, Antarctica.",Trivelpiece W.,Ecology,00129658,68,2,351-361,1987-01-01,1987,10.2307/1939266,"Gentoo penguins Pygoscelis papua feed inshore and are deep divers. Their small populations probably reflect the comparatively large amount of food they need to rear chicks and the small foraging range that is dictated by short nest relief schedules and nonfasting behaviors. Their deep diving ability enables them to exploit a niche that is unavailable to their more abundant congeners. Adelie P. adeliae and chinstrap P. antarctica penguins are shallow-diving, offshore foragers that avoid competition by differences in breeding chronology, prebreeder behaviors, and molting strategies. Adelie chicks fledge just as chinstrap chicks reach creche age. Different migration times and molting locations further reduce niche overlap. The ultimate factors responsible for this trophic segregation may be unrelated to these proximate factors, however. Nonmigratory behavior, short nest reliefs, nonfasting, and slow growth of chicks may be adaptations to the mild conditions experienced by gentoo penguins in their sub-Antarctic range. The differences in Adelie and chinstrap breeding time may reflect adaptation of Adelies to early breeding in the harsh, short summer of the continental Antarctic, and adaptation of chinstraps to later breeding in the milder maritime Antarctic. There was no evidence to suggest that the niches of the Pygoscelis penguins were influenced by competition for food. Adaptation to conditions in the center of their respective distributions is probably the primary cause affecting ecological segregation in areas of sympatry. -from Authors",239,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,43,NA,NA,NA,NA
